29,2,11,4,2,1,4,1,0,0,40,0
32,3,11,2,2,0,4,1,2,0,40,1
30,2,1,4,5,3,4,1,0,0,40,0
31,1,11,4,0,1,4,0,0,0,40,0
42,2,11,2,5,0,4,1,0,0,40,0
24,2,9,4,11,2,4,1,0,0,40,0
38,2,14,2,9,0,4,1,0,0,40,1
56,4,11,2,7,0,4,1,0,1,50,1
28,2,15,2,11,5,4,0,1,0,25,0
36,2,11,4,6,3,4,0,0,0,40,0
53,2,6,2,5,0,4,1,0,0,50,0
56,3,15,2,11,0,4,1,0,0,50,0
49,1,8,2,2,0,2,1,0,0,40,1
55,2,15,2,11,0,4,1,0,0,56,0
22,2,11,4,2,1,4,1,0,0,41,0
21,2,15,4,7,3,4,0,0,0,40,0
40,2,9,2,3,0,4,1,0,0,60,0
30,2,9,4,3,3,2,1,0,0,40,0
29,5,9,2,9,0,4,1,0,0,50,1
19,2,15,4,7,3,2,1,0,0,35,0
47,2,9,2,3,5,4,0,0,0,40,1
20,2,15,4,0,3,4,0,0,1,28,0
31,2,7,2,0,0,4,1,0,0,40,1
39,2,15,0,2,1,4,1,0,0,40,0
28,2,7,4,11,1,4,0,0,0,60,0
24,2,11,4,7,1,4,0,0,1,40,0
38,4,11,2,2,0,4,1,1,0,35,0
37,2,9,2,11,0,4,1,0,0,50,0
46,2,7,0,12,1,2,0,0,0,36,0
38,0,12,2,9,0,4,1,0,0,40,1
43,4,11,2,2,0,4,1,0,0,60,0
27,2,8,2,0,5,4,0,0,0,35,0
20,2,15,4,11,3,4,1,0,0,20,0
49,2,15,2,2,0,1,1,0,0,40,1
61,3,11,2,2,0,4,1,0,0,40,0
27,2,15,4,11,3,4,0,0,0,40,0
19,2,15,4,7,3,4,1,0,0,30,0
45,2,8,4,9,1,4,0,0,1,40,1
70,2,15,4,12,2,4,1,0,0,40,0
31,2,11,4,13,4,2,0,0,0,30,0
22,2,15,2,7,0,4,1,0,0,24,0
36,2,11,6,7,4,4,0,0,0,24,0
64,2,1,2,2,0,4,1,0,2,40,0
47,1,15,0,0,4,4,0,0,0,38,0
34,2,11,4,0,1,4,0,0,0,40,0
33,2,9,4,3,2,1,0,0,0,40,0
21,2,11,4,2,3,4,1,0,0,35,0
48,2,11,2,2,0,4,1,0,0,46,0
23,2,9,4,5,1,4,1,0,0,40,0
71,4,15,5,11,4,2,1,0,1,2,0
29,2,11,0,2,1,4,1,0,0,60,0
42,2,9,5,7,2,2,1,0,0,50,0
25,2,11,4,7,4,4,0,0,0,40,0
44,3,12,0,3,4,1,0,0,0,40,0
28,2,11,4,3,1,1,0,0,0,40,0
45,4,12,2,11,0,4,1,0,0,40,1
36,2,15,0,7,4,4,0,0,0,40,0
39,0,7,4,3,1,4,1,0,0,42,0
46,5,12,6,10,4,4,1,0,0,40,0
18,2,1,4,5,3,4,1,0,0,16,0
66,1,8,6,9,1,4,0,0,0,20,0
27,2,11,4,7,1,4,1,0,2,40,0
28,5,11,2,10,0,4,1,0,0,40,0
51,2,15,2,11,0,4,1,0,2,40,1
27,2,9,4,2,1,4,1,0,0,50,0
28,5,9,2,9,0,4,1,0,0,40,1
27,2,11,3,11,4,4,0,0,0,25,0
21,2,11,4,2,3,2,1,0,0,40,0
34,2,11,4,5,1,2,1,0,0,40,0
18,2,11,4,7,3,4,1,0,0,12,0
33,2,9,2,9,0,4,1,0,0,65,0
44,1,15,2,3,0,2,1,0,0,38,1
43,2,15,0,0,1,4,0,0,0,40,0
30,2,15,4,2,1,2,1,0,0,45,0
40,2,5,2,6,0,4,1,0,0,40,1
37,0,15,2,0,0,4,1,0,0,42,1
34,2,11,2,0,0,2,1,0,0,40,0
41,4,9,0,3,1,4,0,0,0,40,0
31,2,12,2,9,5,4,0,0,0,50,0
58,5,10,2,9,0,4,1,0,0,1,1
38,2,15,0,6,1,2,0,0,0,28,0
24,2,15,2,6,0,4,1,0,0,40,0
41,1,9,2,2,0,2,1,0,0,40,0
47,2,15,2,12,0,4,1,0,0,45,0
41,0,9,2,12,0,4,1,0,0,24,0
23,2,4,2,13,2,4,1,0,0,40,0
36,2,15,0,2,1,4,1,0,0,40,0
40,0,12,4,3,1,4,0,2,0,55,1
35,2,12,2,9,2,4,1,1,0,40,1
24,4,11,4,11,1,4,1,0,0,40,0
26,2,12,4,9,1,4,0,0,1,40,0
51,2,9,2,3,0,4,1,0,0,50,1
42,1,15,4,9,1,4,0,0,1,40,0
37,5,11,0,0,4,4,0,0,0,35,0
18,2,1,4,11,3,4,0,0,0,40,0
36,2,9,2,7,0,2,1,1,0,36,1
35,2,11,0,2,1,4,1,0,0,60,0
58,3,11,2,11,5,4,0,2,0,35,1
17,2,1,4,11,3,4,0,0,0,12,0
44,1,11,2,13,0,2,1,0,0,40,0
37,2,11,2,2,0,4,1,0,0,40,1
35,2,15,4,11,1,0,0,0,0,40,0
60,2,11,2,2,0,1,1,0,0,40,0
54,3,5,2,6,0,4,1,0,0,40,1
37,2,9,4,3,1,2,1,0,0,60,1
50,2,7,0,11,1,4,0,0,0,40,0
38,2,9,2,11,0,4,1,0,0,50,0
45,2,9,2,9,0,4,1,0,0,55,0
25,2,0,4,2,1,4,1,0,0,40,0
31,2,15,2,5,0,4,1,0,0,40,0
90,2,11,4,7,1,2,1,0,2,40,0
54,2,11,2,0,0,2,1,0,0,20,0
53,1,13,4,6,1,4,0,0,0,35,0
18,2,11,4,11,3,4,0,0,0,40,0
66,4,11,2,4,0,4,1,1,0,50,0
75,2,8,6,0,1,4,0,0,0,20,0
65,2,11,0,0,1,4,0,0,0,40,0
35,2,1,5,13,1,2,1,1,0,40,0
41,2,11,0,11,4,2,0,0,0,38,0
25,2,15,4,0,1,4,1,0,0,42,0
33,2,15,0,2,2,3,0,0,0,40,0
28,2,14,4,9,1,4,1,0,0,55,1
59,5,11,2,7,0,4,1,0,0,40,0
40,5,15,4,0,1,4,0,0,0,38,0
41,2,9,2,3,0,4,1,0,0,50,1
38,1,12,2,3,0,4,1,0,0,70,1
23,2,11,4,13,3,4,1,0,0,40,0
40,2,9,2,9,0,4,1,0,0,40,1
41,4,11,2,7,5,4,0,0,0,20,0
24,5,7,2,10,0,4,1,0,0,50,0
38,2,15,0,2,1,4,1,0,1,40,0
58,2,11,2,0,0,4,1,0,0,45,1
32,2,11,4,7,1,4,0,0,0,34,0
40,2,7,2,12,0,4,1,0,2,60,1
41,2,14,2,9,5,4,0,0,0,40,1
42,2,9,2,0,5,2,0,0,0,40,0
59,1,0,6,7,4,2,0,0,0,30,0
19,1,15,4,0,3,4,1,0,0,40,0
58,2,15,4,13,1,4,1,0,0,20,0
42,4,11,2,4,0,1,1,0,0,40,1
20,2,11,4,7,3,4,0,0,0,40,0
32,2,11,5,7,1,4,0,0,0,30,0
45,2,8,6,3,1,4,0,0,0,45,0
50,2,5,0,2,1,4,1,0,0,40,0
36,2,9,0,9,3,4,0,0,0,40,0
45,2,11,2,11,0,4,1,0,0,60,0
17,2,1,4,7,3,4,1,0,0,12,0
59,2,15,2,11,0,4,1,1,0,40,0
26,2,1,2,2,0,4,1,0,0,40,0
37,3,15,2,3,0,1,1,0,0,75,1
64,2,11,2,3,0,4,1,0,0,40,1
33,2,9,4,9,1,4,0,0,0,45,0
33,2,11,2,2,5,4,0,0,0,40,1
61,2,11,2,3,0,4,1,0,0,40,1
17,2,6,4,7,3,4,1,1,0,24,0
50,4,12,2,4,0,4,1,1,0,98,0
27,1,12,4,9,3,4,1,0,0,35,0
30,2,11,0,9,3,4,0,0,0,40,0
43,2,11,2,5,0,2,1,0,0,40,0
44,2,15,2,2,0,4,1,1,0,40,1
35,2,15,4,3,1,4,0,0,0,40,0
25,2,15,4,12,3,4,0,0,0,40,0
24,2,15,2,6,5,4,0,1,0,48,1
22,2,9,4,9,1,4,0,0,0,15,0
42,1,15,2,2,0,4,1,1,0,40,1
34,2,7,0,11,4,2,0,0,0,45,0
60,2,9,0,9,1,4,0,0,0,42,0
21,2,11,4,5,3,4,1,0,0,40,0
57,0,12,2,11,0,4,1,2,0,40,1
41,2,14,2,9,0,4,1,0,0,60,1
50,2,15,0,7,1,4,1,0,0,45,0
25,2,9,4,3,1,4,0,0,0,40,0
50,2,5,2,2,0,4,1,0,0,40,0
36,2,9,2,9,0,4,1,0,0,45,0
31,2,11,0,9,1,4,0,0,0,40,0
29,1,9,4,10,1,4,1,0,0,56,0
21,2,15,4,11,3,4,1,0,0,45,0
27,2,9,4,12,4,2,0,0,0,40,0
65,2,11,2,13,0,4,1,0,0,16,0
37,3,9,0,11,1,4,0,0,0,60,0
24,2,11,4,2,3,4,1,0,0,40,0
38,2,11,0,11,1,4,1,0,0,80,0
48,2,9,2,0,0,4,1,2,0,40,1
21,2,15,4,7,1,1,0,0,0,25,0
31,2,11,2,13,0,4,1,0,0,45,1
55,2,11,2,11,0,4,1,1,0,40,1
24,2,15,2,0,5,1,0,0,0,40,0
43,2,11,0,0,1,4,0,0,0,40,0
26,2,7,4,12,1,4,1,0,0,45,0
46,2,7,4,9,1,4,0,0,0,33,0
35,2,7,2,0,0,4,1,0,0,40,1
41,3,15,2,4,0,4,1,0,0,54,1
26,2,9,4,11,1,4,1,0,0,40,0
34,2,12,2,3,0,1,1,1,0,35,1
36,4,9,0,9,1,2,0,0,0,40,1
22,2,15,4,11,3,4,1,0,0,15,0
24,2,15,4,6,1,4,1,0,0,40,0
77,4,15,2,11,0,4,1,0,0,40,0
22,2,4,2,6,2,4,0,0,0,40,0
29,2,15,4,12,1,4,0,0,0,40,0
62,2,11,6,7,1,4,0,0,0,24,0
39,4,11,2,3,0,4,1,0,0,40,0
43,2,15,2,2,0,4,1,0,1,50,0
35,2,11,0,13,1,4,1,0,0,45,0
29,2,1,4,3,1,4,0,0,0,40,0
76,4,12,2,2,0,4,1,0,0,10,0
63,4,11,2,4,0,4,1,0,0,45,0
43,2,15,2,9,5,4,0,0,1,50,1
58,4,11,2,5,0,4,1,0,0,40,0
66,2,11,4,13,1,4,1,1,0,55,0
41,2,15,4,2,1,2,1,0,0,45,0
26,2,9,4,0,1,4,1,0,0,40,0
47,2,8,4,7,1,4,1,0,0,40,0
55,1,0,2,0,0,4,1,0,0,40,0
53,2,11,2,13,0,4,1,0,0,40,0
17,2,4,4,7,2,4,1,0,0,48,0
30,2,11,4,2,2,4,1,0,0,40,0
49,2,12,4,9,1,4,1,0,0,60,0
19,2,11,4,11,4,2,1,0,0,30,0
45,2,11,2,7,0,2,1,0,0,40,0
26,2,7,4,11,1,4,1,0,0,40,0
38,2,8,2,2,0,4,1,1,0,40,1
36,5,11,2,10,0,4,1,1,0,40,1
33,2,11,4,4,1,4,1,0,0,20,0
22,5,15,4,10,3,2,0,0,0,40,0
43,4,9,4,11,1,4,1,0,0,42,0
56,2,7,3,7,1,4,1,0,0,25,0
31,2,9,4,9,3,4,1,0,0,25,0
33,2,9,2,3,0,4,1,0,0,40,1
26,2,11,2,7,0,4,1,0,0,40,0
33,2,9,2,3,0,4,1,0,0,40,1
46,1,1,2,13,0,4,1,0,0,30,0
38,0,11,2,0,0,4,1,0,0,40,1
65,2,1,6,7,4,3,1,0,0,40,0
40,2,8,2,12,0,4,1,0,0,40,1
42,2,11,2,0,5,4,0,0,0,35,0
26,4,6,2,2,0,4,1,0,0,40,0
36,2,0,2,7,5,4,0,0,0,24,0
62,2,12,2,9,0,4,1,0,0,40,1
43,2,9,2,13,0,4,1,0,0,45,0
43,2,9,0,3,1,4,1,0,1,45,1
22,2,11,3,11,1,4,1,0,0,55,0
28,2,11,2,2,0,4,1,0,0,40,0
56,4,15,2,11,0,4,1,0,0,45,0
22,2,7,4,11,1,4,0,0,0,15,0
57,2,9,0,3,1,4,0,0,0,45,1
39,2,11,0,11,4,4,0,0,0,40,0
26,0,15,4,0,4,4,0,0,0,15,0
17,2,1,4,7,3,4,1,0,0,10,0
40,5,8,2,6,0,4,1,0,0,38,1
45,2,11,2,6,0,2,1,0,0,40,0
44,2,11,4,2,1,2,1,0,0,40,0
20,1,15,4,0,3,4,0,0,0,10,0
33,2,11,2,2,5,4,0,0,0,40,0
23,2,15,4,11,1,4,1,0,0,40,0
46,4,12,0,3,1,4,1,0,0,30,0
38,2,11,2,11,0,4,1,0,0,50,0
54,2,11,0,13,1,4,1,0,0,40,0
46,2,4,0,2,1,4,0,0,2,45,0
25,2,15,2,2,0,4,1,0,0,40,0
46,2,15,0,11,1,4,0,0,0,40,0
36,1,15,2,13,5,4,0,0,0,40,0
23,2,11,4,7,1,4,0,0,0,25,0
29,2,11,5,6,1,4,1,0,0,40,0
44,2,15,2,0,5,4,0,0,2,6,1
19,2,15,4,0,3,4,0,0,0,16,0
19,2,11,4,7,2,4,0,0,0,40,0
35,2,11,2,7,5,4,0,0,0,40,1
27,2,9,4,2,1,4,1,0,0,50,0
46,4,7,5,2,1,4,1,0,0,40,0
34,2,11,4,7,1,4,0,0,0,35,0
44,2,15,2,12,0,4,1,0,0,40,0
45,2,15,0,5,4,4,0,0,0,40,0
25,2,9,2,3,0,4,1,0,0,55,1
52,3,9,2,3,0,4,1,0,0,50,1
20,2,15,4,5,3,4,1,0,0,40,0
28,2,15,4,7,1,4,0,0,0,40,0
50,5,9,2,10,0,4,1,0,0,40,1
34,2,8,0,12,1,4,0,0,0,64,0
28,2,5,2,5,0,3,1,0,2,40,0
41,2,12,2,3,0,4,1,0,2,65,1
28,2,11,2,0,0,4,1,0,0,40,0
46,4,11,2,2,0,4,1,0,0,25,0
32,2,15,2,3,0,4,1,0,0,50,0
41,1,15,0,7,1,2,0,0,0,24,0
24,2,11,4,5,4,2,0,0,0,40,0
33,2,15,0,3,4,4,0,0,0,40,0
46,2,10,2,3,0,4,1,2,0,60,1
31,5,15,2,6,0,4,1,0,0,40,0
35,2,2,0,2,1,4,1,0,0,50,1
52,2,3,2,6,0,4,1,0,0,40,0
30,2,1,4,7,3,4,0,0,0,19,0
34,1,1,5,6,1,2,1,0,0,40,0
34,5,11,0,13,4,4,0,0,0,40,0
20,2,15,2,11,0,4,1,0,0,30,0
17,2,1,4,5,3,4,1,1,0,18,0
32,5,9,2,3,5,4,0,0,0,40,1
29,2,11,0,4,1,4,1,0,0,40,0
33,2,0,4,2,4,4,0,0,0,35,0
25,2,11,2,13,0,4,1,0,0,60,0
36,0,12,4,9,1,4,1,0,1,40,0
23,2,11,4,5,1,4,1,0,0,72,0
63,3,11,2,3,0,4,1,0,0,40,1
47,1,12,2,9,0,4,1,0,0,40,0
40,4,9,3,9,1,4,0,1,0,40,0
30,2,7,2,7,5,4,0,0,0,25,1
27,2,15,4,2,3,1,1,0,2,40,0
33,2,12,2,9,0,4,1,0,0,50,1
34,1,11,4,4,1,2,1,1,0,60,0
34,1,15,4,10,1,4,0,0,0,40,0
23,2,15,2,0,0,4,1,0,0,40,0
42,1,15,2,0,5,4,0,0,0,40,0
29,2,9,4,9,1,4,1,0,0,40,0
45,2,11,0,0,1,4,0,0,0,28,0
24,0,11,4,1,3,4,1,0,0,40,0
44,2,15,2,9,0,4,1,0,0,40,1
27,2,6,4,2,2,4,1,0,0,40,0
20,2,15,4,11,1,4,1,0,0,35,0
44,2,11,6,3,4,2,0,0,0,40,0
51,2,11,2,2,0,0,1,0,0,40,0
20,2,11,2,6,0,4,1,0,0,40,0
19,2,11,4,6,3,2,0,0,0,40,0
45,3,15,2,2,0,4,1,0,0,55,1
60,2,11,2,2,0,4,1,0,0,40,1
44,4,11,2,11,5,4,0,0,0,40,1
40,2,8,2,6,0,1,1,0,0,40,1
30,2,11,2,3,5,4,0,0,0,40,0
38,2,15,2,13,0,2,1,0,0,50,0
23,2,11,2,13,0,4,1,0,0,60,0
44,2,7,4,4,3,4,1,0,0,40,0
54,1,11,2,13,0,2,1,0,0,40,0
32,2,9,2,9,0,4,1,0,0,50,0
50,2,3,3,2,4,4,1,0,0,40,0
24,2,9,4,12,1,4,0,0,0,20,0
37,2,11,2,0,5,4,0,0,0,60,0
52,2,11,0,13,4,4,1,0,0,40,0
38,2,15,2,13,0,4,1,0,0,40,0
49,2,12,2,3,0,4,1,0,2,45,1
30,2,9,2,12,5,4,0,0,0,16,1
60,2,15,4,9,4,4,1,0,0,40,1
35,2,11,4,2,1,4,1,0,0,40,0
30,2,11,4,13,1,4,1,0,0,60,0
67,2,8,0,7,1,4,0,0,0,24,0
46,2,9,4,2,1,4,0,0,0,40,0
17,2,6,4,7,1,4,1,0,0,6,0
22,2,15,4,5,3,4,1,0,0,30,0
27,2,0,4,7,1,4,1,0,0,40,0
23,2,11,4,7,4,4,0,0,0,35,0
33,2,7,2,2,0,4,1,0,0,45,0
43,4,15,2,2,0,4,1,0,0,20,0
28,5,9,4,9,1,4,1,0,0,20,0
41,2,11,3,2,4,4,0,0,0,40,0
25,2,15,3,0,3,2,0,0,0,20,0
59,1,11,2,13,0,4,1,0,0,45,0
45,1,9,0,9,4,4,0,0,0,40,0
38,2,9,2,11,0,4,1,2,0,60,1
40,2,11,4,7,1,4,0,0,0,35,0
46,0,11,0,0,1,4,1,0,0,40,0
35,2,7,4,3,1,4,0,0,0,60,0
34,2,11,0,9,4,4,0,0,0,25,0
33,2,9,4,2,3,4,1,0,0,20,0
41,2,11,0,0,4,4,0,0,0,36,0
20,2,15,4,6,3,4,1,0,0,40,0
23,2,4,4,7,3,4,1,0,0,40,0
26,2,15,4,9,1,4,0,0,0,35,0
23,1,11,4,4,1,4,1,0,0,40,0
62,1,11,2,13,0,4,1,0,0,40,0
52,2,15,2,0,0,4,1,0,0,40,0
58,2,15,0,7,4,4,0,0,0,42,0
25,2,9,4,11,1,4,0,0,0,40,0
24,2,9,4,3,1,2,1,0,0,40,0
19,2,15,4,10,3,4,1,0,0,8,0
43,2,15,2,3,0,4,1,0,0,40,0
47,1,11,5,0,4,2,0,0,0,40,0
39,2,11,0,7,4,4,0,0,0,40,0
49,2,8,3,5,4,4,1,0,1,42,0
32,2,8,4,2,1,4,1,0,0,45,0
34,2,15,2,9,0,4,1,0,0,50,1
28,2,11,0,2,1,4,1,0,0,45,0
25,2,15,4,0,1,0,0,0,0,20,0
34,2,9,2,9,0,4,1,0,0,50,1
38,3,9,2,3,0,4,1,2,0,80,1
50,2,11,2,3,0,4,1,2,0,50,1
24,1,15,0,5,1,2,1,0,0,50,0
37,1,15,2,12,0,4,1,0,0,45,1
44,2,15,0,6,4,4,1,0,0,58,1
28,2,15,2,11,5,4,0,0,0,40,0
42,2,9,2,3,0,4,1,0,0,40,1
74,2,15,0,0,1,4,0,0,0,9,0
38,4,11,2,2,0,4,1,0,0,50,0
44,4,12,2,9,0,4,1,0,0,40,0
44,2,1,0,6,4,3,0,0,0,46,0
26,2,11,4,6,1,4,1,0,0,40,0
36,2,11,2,7,0,2,1,0,0,40,0
41,2,7,2,3,5,4,0,0,0,50,1
67,2,14,2,9,0,4,1,2,0,48,1
39,1,2,2,12,0,4,1,0,0,50,0
57,2,3,6,8,1,2,0,0,0,30,0
29,2,8,5,2,1,4,1,0,0,40,0
31,3,9,4,4,1,4,0,0,0,45,0
44,2,15,2,13,0,4,1,0,0,40,0
29,2,10,4,9,3,4,1,0,0,40,0
30,2,15,4,5,4,4,0,0,0,40,0
27,2,11,4,13,1,4,1,0,0,40,0
27,2,15,2,11,0,4,1,0,0,50,0
32,2,11,4,5,1,4,0,0,0,45,0
58,2,0,2,7,5,4,0,0,0,8,0
35,1,15,2,10,0,4,1,0,0,40,0
21,2,11,4,5,3,4,1,0,0,36,0
28,2,15,4,2,4,4,1,0,0,40,0
46,4,15,0,3,1,4,1,0,0,50,0
36,4,11,5,7,4,4,0,0,0,40,0
72,2,1,6,0,4,4,0,0,0,40,0
35,2,11,2,6,5,2,0,0,0,40,0
33,0,8,0,2,4,2,0,0,0,40,1
69,2,1,4,6,1,4,0,0,0,40,0
35,2,11,2,6,0,4,1,0,0,40,0
34,2,11,2,12,5,4,0,0,0,32,0
30,2,1,2,7,0,4,1,0,0,40,0
28,2,9,4,13,1,4,1,0,0,55,0
54,2,9,2,11,0,4,1,0,0,35,1
47,2,15,2,9,0,4,1,0,0,50,1
24,2,11,4,5,4,2,0,0,0,40,0
52,4,9,2,9,0,4,1,0,0,60,1
20,2,11,4,5,3,0,1,0,0,48,0
43,3,12,2,3,0,4,1,1,0,45,0
45,2,5,5,7,4,4,0,0,0,40,0
29,4,11,5,2,1,4,1,0,0,35,0
47,2,12,0,3,4,4,1,0,0,42,0
24,2,11,4,2,3,4,1,0,0,40,0
51,2,11,2,9,0,4,1,0,0,40,0
17,2,1,4,11,3,4,1,0,0,12,0
37,2,8,2,2,0,4,1,0,2,40,1
27,2,10,4,9,1,4,0,0,0,70,0
29,2,9,2,3,5,4,1,0,0,40,1
36,4,7,0,11,4,4,0,0,0,35,0
58,1,9,4,9,1,4,0,0,0,40,0
26,4,15,2,2,0,4,1,0,0,45,0
57,2,11,2,11,0,4,1,0,0,40,1
59,2,11,2,2,0,4,1,0,0,40,0
27,2,11,2,6,0,4,1,0,0,40,0
31,4,9,4,12,1,4,1,0,0,40,0
21,2,15,4,11,3,4,0,0,0,24,0
29,2,15,4,0,1,4,1,0,0,60,0
18,2,1,4,7,3,4,1,0,0,40,0
52,2,0,2,2,0,4,1,0,1,47,1
57,3,9,0,9,1,4,1,0,0,80,0
60,2,5,4,13,1,4,1,0,0,48,1
31,2,9,2,9,0,4,1,2,0,40,1
23,2,9,4,0,3,4,0,0,0,40,0
27,2,11,4,11,3,4,1,0,0,40,0
42,4,14,2,9,0,4,1,0,2,50,1
25,2,15,4,12,1,4,1,1,0,40,0
49,2,9,4,9,1,4,0,0,0,45,0
32,2,9,4,12,1,4,1,0,0,40,0
19,2,15,4,0,3,4,1,0,0,28,0
60,2,5,0,7,1,4,0,0,0,40,0
42,1,6,2,7,0,4,1,0,0,40,0
35,4,7,4,4,1,4,1,0,0,40,0
48,2,11,4,0,4,2,0,0,0,37,0
51,2,12,2,2,0,4,1,0,0,40,1
29,2,11,4,2,1,0,1,0,0,40,0
36,1,11,5,3,1,2,1,0,0,40,0
17,2,0,4,7,3,4,0,0,0,21,0
52,2,12,0,9,1,4,0,1,0,60,0
24,2,11,4,2,1,4,1,0,0,40,0
24,2,11,2,5,0,4,1,0,0,50,0
26,1,9,4,9,3,4,1,1,0,40,0
27,2,9,4,7,3,4,0,0,0,20,0
39,2,11,4,5,3,4,1,0,0,60,0
30,2,11,2,13,0,2,1,0,0,45,0
50,4,11,2,3,0,4,1,0,0,32,0
52,3,9,2,11,0,4,1,0,0,55,0
46,2,14,2,9,0,4,1,2,0,45,1
23,2,9,4,11,3,4,0,0,0,20,0
45,2,1,6,7,1,2,0,0,0,20,0
65,2,6,6,8,4,2,0,0,0,24,0
29,2,8,2,13,0,4,1,0,0,55,0
47,2,6,3,5,4,4,1,0,0,40,0
30,2,11,4,4,3,2,1,0,0,60,0
34,2,11,2,11,0,4,1,0,0,45,1
38,4,11,2,11,0,4,1,0,0,64,0
33,2,15,2,3,0,4,1,0,0,40,1
49,2,9,2,11,0,4,1,0,0,26,1
47,4,15,4,7,4,2,0,0,0,40,0
49,1,0,5,7,4,2,0,0,0,40,0
43,2,15,2,2,0,4,1,2,0,60,1
